tracking_id,route_type,event_time,pickup_time,delivery_time,on_time,location_id,courier_id,status,delay_reason
l00016,last_mile,2025-07-03,2025-07-03 09:14:00,2025-07-03 10:14:00,1,LA_Hub,Courier_B,in_transit,
l00017,last_mile,2025-07-31,2025-07-31 11:49:00,2025-08-02 06:49:00,0,LA_Hub,Courier_B,in_transit,
l00018,last_mile,2025-07-24,2025-07-24 06:04:00,2025-07-26 04:04:00,1,SEA_Hub,Courier_A,in_transit,
l00019,last_mile,2025-07-29,2025-07-29 07:40:00,2025-07-31 06:40:00,1,NYC_Hub,Courier_A,in_transit,
l00020,last_mile,2025-07-12,2025-07-12 07:56:00,2025-07-13 17:56:00,1,CHI_Hub,Courier_C,in_transit,
l00021,last_mile,2025-07-13,2025-07-13 06:11:00,2025-07-14 16:11:00,1,NYC_Hub,Courier_C,in_transit,
l00022,last_mile,2025-07-08,2025-07-08 08:59:00,2025-07-09 11:59:00,0,DAL_Hub,Courier_A,delivered,Customer not available
l00023,last_mile,2025-07-11,2025-07-11 10:51:00,2025-07-13 18:51:00,1,NYC_Hub,Courier_A,in_transit,
l00024,last_mile,2025-07-13,2025-07-13 10:24:00,2025-07-15 10:24:00,0,SEA_Hub,Courier_B,in_transit,
l00025,last_mile,2025-07-13,2025-07-13 12:34:00,2025-07-15 02:34:00,1,CHI_Hub,Courier_A,picked_up,
l00026,last_mile,2025-07-09,2025-07-09 12:32:00,2025-07-12 03:32:00,1,NYC_Hub,Courier_B,picked_up,
l00027,last_mile,2025-08-02,2025-08-02 09:48:00,2025-08-05 03:48:00,0,DAL_Hub,Courier_C,failed,Weather
l00028,last_mile,2025-07-21,2025-07-21 11:23:00,2025-07-24 07:23:00,0,DAL_Hub,Courier_B,delivered,Address issue
l00029,last_mile,2025-07-26,2025-07-26 11:58:00,2025-07-26 16:58:00,1,LA_Hub,Courier_A,failed,
l00030,last_mile,2025-07-26,2025-07-26 07:19:00,2025-07-28 14:19:00,0,SEA_Hub,Courier_A,delivered,Customer not available
l00031,last_mile,2025-08-05,2025-08-05 06:08:00,2025-08-05 17:08:00,0,DAL_Hub,Courier_C,delivered,Weather
l00032,last_mile,2025-07-03,2025-07-03 09:32:00,2025-07-05 05:32:00,0,DAL_Hub,Courier_B,failed,Traffic
l00033,last_mile,2025-07-24,2025-07-24 12:31:00,2025-07-26 05:31:00,0,DAL_Hub,Courier_A,in_transit,Traffic
l00034,last_mile,2025-07-15,2025-07-15 08:41:00,2025-07-15 18:41:00,0,NYC_Hub,Courier_B,picked_up,Customer not available
l00035,last_mile,2025-07-15,2025-07-15 06:07:00,2025-07-15 16:07:00,0,NYC_Hub,Courier_C,in_transit,Customer not available
l00036,last_mile,2025-07-13,2025-07-13 11:21:00,2025-07-14 20:21:00,0,CHI_Hub,Courier_A,in_transit,Address issue
l00037,last_mile,2025-07-17,2025-07-17 06:49:00,2025-07-18 21:49:00,0,CHI_Hub,Courier_B,failed,Address issue
l00038,last_mile,2025-07-01,2025-07-01 09:41:00,2025-07-04 03:41:00,1,DAL_Hub,Courier_A,in_transit,
l00039,last_mile,2025-07-31,2025-07-31 07:33:00,2025-08-03 06:33:00,0,DAL_Hub,Courier_B,picked_up,Customer not available
l00040,last_mile,2025-07-13,2025-07-13 09:49:00,2025-07-15 15:49:00,1,DAL_Hub,Courier_B,picked_up,
l00041,last_mile,2025-07-09,2025-07-09 10:55:00,2025-07-10 03:55:00,0,NYC_Hub,Courier_B,delivered,Customer not available
l00042,last_mile,2025-07-15,2025-07-15 09:27:00,2025-07-17 13:27:00,0,CHI_Hub,Courier_C,picked_up,Address issue
l00043,last_mile,2025-07-03,2025-07-03 07:09:00,2025-07-05 02:09:00,0,DAL_Hub,Courier_A,failed,
l00044,last_mile,2025-08-04,2025-08-04 09:12:00,2025-08-06 22:12:00,1,CHI_Hub,Courier_C,failed,
l00045,last_mile,2025-07-06,2025-07-06 07:06:00,2025-07-09 06:06:00,1,NYC_Hub,Courier_C,failed,
l00046,last_mile,2025-07-12,2025-07-12 07:04:00,2025-07-14 09:04:00,0,LA_Hub,Courier_A,delivered,Address issue
l00047,last_mile,2025-07-05,2025-07-05 09:03:00,2025-07-07 09:03:00,1,LA_Hub,Courier_B,failed,
l00048,last_mile,2025-07-11,2025-07-11 06:08:00,2025-07-14 03:08:00,0,DAL_Hub,Courier_C,picked_up,Traffic
l00049,last_mile,2025-07-14,2025-07-14 07:55:00,2025-07-15 10:55:00,0,DAL_Hub,Courier_C,failed,Weather
l00050,last_mile,2025-08-06,2025-08-06 08:37:00,2025-08-07 10:37:00,0,CHI_Hub,Courier_A,picked_up,Weather
l00051,last_mile,2025-07-29,2025-07-29 06:52:00,2025-07-31 10:52:00,1,SEA_Hub,Courier_B,failed,
l00052,last_mile,2025-07-30,2025-07-30 10:02:00,2025-07-30 22:02:00,0,DAL_Hub,Courier_B,delivered,Traffic
l00053,last_mile,2025-07-12,2025-07-12 09:15:00,2025-07-13 08:15:00,0,DAL_Hub,Courier_B,in_transit,Address issue
l00054,last_mile,2025-07-07,2025-07-07 09:44:00,2025-07-07 15:44:00,1,LA_Hub,Courier_B,delivered,
l00055,last_mile,2025-07-14,2025-07-14 09:26:00,2025-07-17 08:26:00,1,CHI_Hub,Courier_A,picked_up,
l00056,last_mile,2025-07-27,2025-07-27 09:10:00,2025-07-28 18:10:00,1,SEA_Hub,Courier_A,failed,
l00057,last_mile,2025-07-05,2025-07-05 11:44:00,2025-07-07 23:44:00,0,CHI_Hub,Courier_C,failed,Weather
l00058,last_mile,2025-07-26,2025-07-26 06:00:00,2025-07-27 15:00:00,1,LA_Hub,Courier_B,failed,
l00059,last_mile,2025-07-30,2025-07-30 06:05:00,2025-08-02 05:05:00,1,DAL_Hub,Courier_A,failed,
l00060,last_mile,2025-07-11,2025-07-11 07:53:00,2025-07-11 10:53:00,1,LA_Hub,Courier_B,picked_up,
l00061,last_mile,2025-07-11,2025-07-11 06:42:00,2025-07-11 08:42:00,0,LA_Hub,Courier_B,delivered,Weather
l00062,last_mile,2025-07-14,2025-07-14 11:02:00,2025-07-17 08:02:00,1,DAL_Hub,Courier_C,picked_up,
l00063,last_mile,2025-07-25,2025-07-25 11:19:00,2025-07-27 20:19:00,1,SEA_Hub,Courier_A,picked_up,
l00064,last_mile,2025-07-13,2025-07-13 07:23:00,2025-07-14 14:23:00,1,NYC_Hub,Courier_A,failed,
l00065,last_mile,2025-07-01,2025-07-01 08:52:00,2025-07-02 09:52:00,1,LA_Hub,Courier_A,in_transit,
l00066,last_mile,2025-07-03,2025-07-03 09:32:00,2025-07-03 23:32:00,0,CHI_Hub,Courier_C,in_transit,Address issue
l00067,last_mile,2025-07-14,2025-07-14 10:25:00,2025-07-16 17:25:00,1,LA_Hub,Courier_A,picked_up,
l00068,last_mile,2025-07-21,2025-07-21 07:00:00,2025-07-23 11:00:00,0,NYC_Hub,Courier_B,in_transit,Traffic
l00069,last_mile,2025-07-15,2025-07-15 06:42:00,2025-07-16 18:42:00,0,NYC_Hub,Courier_A,in_transit,Traffic
l00070,last_mile,2025-07-20,2025-07-20 12:38:00,2025-07-23 04:38:00,1,SEA_Hub,Courier_C,in_transit,
l00071,last_mile,2025-07-07,2025-07-07 10:20:00,2025-07-09 12:20:00,1,CHI_Hub,Courier_A,delivered,
l00072,last_mile,2025-07-05,2025-07-05 08:01:00,2025-07-07 18:01:00,0,SEA_Hub,Courier_C,in_transit,Address issue
l00073,last_mile,2025-07-01,2025-07-01 07:01:00,2025-07-01 23:01:00,0,LA_Hub,Courier_C,failed,Weather
l00074,last_mile,2025-07-06,2025-07-06 06:08:00,2025-07-08 06:08:00,0,CHI_Hub,Courier_A,in_transit,Traffic
l00075,last_mile,2025-07-14,2025-07-14 11:02:00,2025-07-15 18:02:00,0,CHI_Hub,Courier_A,delivered,Customer not available
l00076,last_mile,2025-07-03,2025-07-03 10:50:00,2025-07-05 16:50:00,0,NYC_Hub,Courier_A,delivered,Customer not available
l00077,last_mile,2025-07-16,2025-07-16 07:34:00,2025-07-16 14:34:00,1,LA_Hub,Courier_C,failed,
l00078,last_mile,2025-07-12,2025-07-12 09:40:00,2025-07-12 10:40:00,1,DAL_Hub,Courier_A,in_transit,
l00079,last_mile,2025-07-10,2025-07-10 07:08:00,2025-07-10 19:08:00,1,SEA_Hub,Courier_C,in_transit,
l00080,last_mile,2025-08-02,2025-08-02 06:27:00,2025-08-04 18:27:00,0,LA_Hub,Courier_C,in_transit,Weather
l00081,last_mile,2025-07-28,2025-07-28 07:38:00,2025-07-29 15:38:00,0,CHI_Hub,Courier_C,failed,Weather
l00082,last_mile,2025-07-18,2025-07-18 12:50:00,2025-07-21 02:50:00,1,CHI_Hub,Courier_B,failed,
l00083,last_mile,2025-07-31,2025-07-31 09:27:00,2025-08-03 02:27:00,0,LA_Hub,Courier_B,picked_up,Traffic
l00084,last_mile,2025-07-28,2025-07-28 12:05:00,2025-07-30 03:05:00,1,SEA_Hub,Courier_C,in_transit,
l00085,last_mile,2025-07-25,2025-07-25 09:19:00,2025-07-27 20:19:00,0,DAL_Hub,Courier_C,failed,
l00086,last_mile,2025-07-22,2025-07-22 07:45:00,2025-07-24 20:45:00,1,LA_Hub,Courier_A,picked_up,
l00087,last_mile,2025-08-02,2025-08-02 11:46:00,2025-08-04 11:46:00,0,DAL_Hub,Courier_B,failed,Customer not available
l00088,last_mile,2025-07-25,2025-07-25 09:19:00,2025-07-25 19:19:00,0,NYC_Hub,Courier_A,failed,Address issue
l00089,last_mile,2025-07-11,2025-07-11 07:48:00,2025-07-13 15:48:00,0,CHI_Hub,Courier_C,failed,Customer not available
l00090,last_mile,2025-07-04,2025-07-04 11:24:00,2025-07-06 18:24:00,1,LA_Hub,Courier_B,picked_up,
l00091,last_mile,2025-07-02,2025-07-02 11:42:00,2025-07-03 06:42:00,0,SEA_Hub,Courier_B,in_transit,Customer not available
l00092,last_mile,2025-07-16,2025-07-16 10:37:00,2025-07-17 07:37:00,1,NYC_Hub,Courier_A,failed,
l00093,last_mile,2025-07-06,2025-07-06 10:58:00,2025-07-07 11:58:00,0,LA_Hub,Courier_B,delivered,Customer not available
l00094,last_mile,2025-08-02,2025-08-02 10:42:00,2025-08-04 11:42:00,0,DAL_Hub,Courier_C,picked_up,
l00095,last_mile,2025-08-06,2025-08-06 12:51:00,2025-08-08 09:51:00,1,CHI_Hub,Courier_C,in_transit,
l00096,last_mile,2025-07-20,2025-07-20 06:10:00,2025-07-22 21:10:00,1,NYC_Hub,Courier_A,failed,
l00097,last_mile,2025-07-19,2025-07-19 11:27:00,2025-07-20 09:27:00,1,CHI_Hub,Courier_A,in_transit,
l00098,last_mile,2025-08-01,2025-08-01 07:32:00,2025-08-01 22:32:00,0,SEA_Hub,Courier_A,in_transit,Weather
l00099,last_mile,2025-07-04,2025-07-04 11:11:00,2025-07-05 12:11:00,0,DAL_Hub,Courier_B,picked_up,Weather
l00100,last_mile,2025-07-06,2025-07-06 08:05:00,2025-07-08 09:05:00,1,CHI_Hub,Courier_A,delivered,
l00101,last_mile,2025-07-16,2025-07-16 09:31:00,2025-07-16 22:31:00,1,NYC_Hub,Courier_B,picked_up,
l00102,last_mile,2025-07-07,2025-07-07 07:33:00,2025-07-07 08:33:00,0,SEA_Hub,Courier_C,delivered,Traffic
l00103,last_mile,2025-07-31,2025-07-31 12:21:00,2025-08-02 19:21:00,0,CHI_Hub,Courier_C,delivered,Customer not available
l00104,last_mile,2025-07-16,2025-07-16 08:42:00,2025-07-18 12:42:00,0,SEA_Hub,Courier_A,delivered,Customer not available
l00105,last_mile,2025-07-07,2025-07-07 06:29:00,2025-07-09 10:29:00,1,NYC_Hub,Courier_C,picked_up,
l00106,last_mile,2025-07-16,2025-07-16 08:28:00,2025-07-18 21:28:00,0,LA_Hub,Courier_A,delivered,
l00107,last_mile,2025-07-24,2025-07-24 12:02:00,2025-07-26 06:02:00,0,LA_Hub,Courier_C,failed,Traffic
l00108,last_mile,2025-07-06,2025-07-06 08:27:00,2025-07-08 21:27:00,1,DAL_Hub,Courier_B,in_transit,
l00109,last_mile,2025-08-03,2025-08-03 10:50:00,2025-08-06 03:50:00,1,LA_Hub,Courier_B,picked_up,
l00110,last_mile,2025-08-05,2025-08-05 12:29:00,2025-08-06 10:29:00,0,NYC_Hub,Courier_B,in_transit,Weather
l00111,last_mile,2025-07-14,2025-07-14 07:48:00,2025-07-14 19:48:00,1,DAL_Hub,Courier_C,picked_up,
l00112,last_mile,2025-07-21,2025-07-21 09:49:00,2025-07-22 21:49:00,1,CHI_Hub,Courier_C,failed,
l00113,last_mile,2025-07-09,2025-07-09 10:40:00,2025-07-12 01:40:00,1,CHI_Hub,Courier_A,picked_up,
l00114,last_mile,2025-07-25,2025-07-25 11:47:00,2025-07-27 12:47:00,0,LA_Hub,Courier_A,delivered,
l00115,last_mile,2025-07-19,2025-07-19 06:07:00,2025-07-19 18:07:00,0,SEA_Hub,Courier_A,picked_up,Address issue
l00116,last_mile,2025-07-24,2025-07-24 07:54:00,2025-07-26 00:54:00,0,SEA_Hub,Courier_C,picked_up,Customer not available
l00117,last_mile,2025-07-04,2025-07-04 10:34:00,2025-07-05 11:34:00,0,DAL_Hub,Courier_B,delivered,Weather
l00118,last_mile,2025-08-03,2025-08-03 11:38:00,2025-08-04 16:38:00,1,DAL_Hub,Courier_A,failed,
l00119,last_mile,2025-07-10,2025-07-10 12:18:00,2025-07-11 17:18:00,0,DAL_Hub,Courier_A,delivered,Weather
l00120,last_mile,2025-07-03,2025-07-03 10:20:00,2025-07-05 02:20:00,1,CHI_Hub,Courier_C,failed,
l00121,last_mile,2025-08-01,2025-08-01 08:45:00,2025-08-03 09:45:00,1,CHI_Hub,Courier_A,in_transit,
l00122,last_mile,2025-07-04,2025-07-04 12:49:00,2025-07-05 11:49:00,0,DAL_Hub,Courier_B,in_transit,
l00123,last_mile,2025-08-05,2025-08-05 09:21:00,2025-08-07 16:21:00,0,CHI_Hub,Courier_B,failed,
l00124,last_mile,2025-08-03,2025-08-03 11:18:00,2025-08-05 00:18:00,1,SEA_Hub,Courier_B,picked_up,
l00125,last_mile,2025-07-21,2025-07-21 12:50:00,2025-07-21 19:50:00,0,DAL_Hub,Courier_C,in_transit,Address issue
l00126,last_mile,2025-07-09,2025-07-09 09:44:00,2025-07-11 23:44:00,0,LA_Hub,Courier_A,in_transit,Weather
l00127,last_mile,2025-07-01,2025-07-01 08:46:00,2025-07-01 22:46:00,1,DAL_Hub,Courier_B,in_transit,
l00128,last_mile,2025-07-07,2025-07-07 08:30:00,2025-07-08 07:30:00,1,NYC_Hub,Courier_C,delivered,
l00129,last_mile,2025-07-10,2025-07-10 11:46:00,2025-07-12 15:46:00,1,NYC_Hub,Courier_A,in_transit,
l00130,last_mile,2025-08-01,2025-08-01 08:44:00,2025-08-02 07:44:00,0,NYC_Hub,Courier_B,failed,Customer not available
l00131,last_mile,2025-07-29,2025-07-29 08:00:00,2025-07-30 00:00:00,1,NYC_Hub,Courier_A,failed,
l00132,last_mile,2025-07-02,2025-07-02 10:36:00,2025-07-05 00:36:00,0,NYC_Hub,Courier_C,in_transit,Traffic
l00133,last_mile,2025-07-31,2025-07-31 11:44:00,2025-08-02 19:44:00,0,SEA_Hub,Courier_A,picked_up,Customer not available
l00134,last_mile,2025-07-05,2025-07-05 11:58:00,2025-07-08 08:58:00,1,DAL_Hub,Courier_C,picked_up,
l00135,last_mile,2025-08-05,2025-08-05 12:34:00,2025-08-08 08:34:00,0,NYC_Hub,Courier_C,picked_up,Weather
l00136,last_mile,2025-07-08,2025-07-08 07:55:00,2025-07-09 07:55:00,1,SEA_Hub,Courier_B,delivered,
l00137,last_mile,2025-07-03,2025-07-03 07:36:00,2025-07-04 10:36:00,1,NYC_Hub,Courier_C,delivered,
l00138,last_mile,2025-07-06,2025-07-06 06:32:00,2025-07-07 21:32:00,0,SEA_Hub,Courier_A,failed,
l00139,last_mile,2025-07-16,2025-07-16 08:02:00,2025-07-19 03:02:00,0,SEA_Hub,Courier_B,in_transit,Address issue
l00140,last_mile,2025-08-01,2025-08-01 11:20:00,2025-08-04 06:20:00,0,SEA_Hub,Courier_C,in_transit,
l00141,last_mile,2025-07-03,2025-07-03 07:02:00,2025-07-04 08:02:00,1,CHI_Hub,Courier_A,in_transit,
l00142,last_mile,2025-07-23,2025-07-23 08:08:00,2025-07-25 15:08:00,1,SEA_Hub,Courier_B,delivered,
l00143,last_mile,2025-07-11,2025-07-11 09:29:00,2025-07-11 20:29:00,0,DAL_Hub,Courier_C,in_transit,Address issue
l00144,last_mile,2025-07-14,2025-07-14 06:40:00,2025-07-15 17:40:00,1,CHI_Hub,Courier_C,in_transit,
l00145,last_mile,2025-07-10,2025-07-10 08:50:00,2025-07-12 16:50:00,0,NYC_Hub,Courier_C,in_transit,
l00146,last_mile,2025-07-18,2025-07-18 06:34:00,2025-07-18 21:34:00,0,NYC_Hub,Courier_B,picked_up,Customer not available
l00147,last_mile,2025-07-22,2025-07-22 12:17:00,2025-07-23 07:17:00,1,CHI_Hub,Courier_A,picked_up,
l00148,last_mile,2025-07-15,2025-07-15 09:06:00,2025-07-16 01:06:00,1,SEA_Hub,Courier_C,delivered,
l00149,last_mile,2025-07-07,2025-07-07 10:22:00,2025-07-08 23:22:00,0,SEA_Hub,Courier_A,picked_up,Weather
l00150,last_mile,2025-07-21,2025-07-21 12:24:00,2025-07-22 12:24:00,0,SEA_Hub,Courier_C,failed,Traffic
l00151,last_mile,2025-07-09,2025-07-09 08:00:00,2025-07-12 02:00:00,1,LA_Hub,Courier_A,failed,
l00152,last_mile,2025-07-04,2025-07-04 11:40:00,2025-07-06 11:40:00,1,SEA_Hub,Courier_B,failed,
l00153,last_mile,2025-07-29,2025-07-29 08:51:00,2025-07-31 20:51:00,0,CHI_Hub,Courier_B,in_transit,Customer not available
l00154,last_mile,2025-07-06,2025-07-06 08:26:00,2025-07-08 01:26:00,1,NYC_Hub,Courier_A,in_transit,
l00155,last_mile,2025-07-11,2025-07-11 10:03:00,2025-07-11 21:03:00,0,SEA_Hub,Courier_B,picked_up,Traffic
l00156,last_mile,2025-08-02,2025-08-02 11:08:00,2025-08-05 01:08:00,0,SEA_Hub,Courier_C,picked_up,Traffic
l00157,last_mile,2025-07-01,2025-07-01 10:12:00,2025-07-01 11:12:00,0,SEA_Hub,Courier_C,delivered,Weather
l00158,last_mile,2025-08-03,2025-08-03 11:38:00,2025-08-03 17:38:00,0,LA_Hub,Courier_C,in_transit,Weather
l00159,last_mile,2025-07-05,2025-07-05 08:53:00,2025-07-06 02:53:00,0,NYC_Hub,Courier_B,failed,Traffic
l00160,last_mile,2025-07-11,2025-07-11 08:07:00,2025-07-13 04:07:00,1,SEA_Hub,Courier_A,delivered,
l00161,last_mile,2025-07-31,2025-07-31 08:16:00,2025-08-01 12:16:00,1,SEA_Hub,Courier_B,in_transit,
l00162,last_mile,2025-08-02,2025-08-02 12:57:00,2025-08-02 17:57:00,0,SEA_Hub,Courier_B,picked_up,Customer not available
l00163,last_mile,2025-07-01,2025-07-01 10:29:00,2025-07-03 05:29:00,0,CHI_Hub,Courier_A,picked_up,Customer not available
l00164,last_mile,2025-07-12,2025-07-12 09:22:00,2025-07-12 11:22:00,1,DAL_Hub,Courier_B,in_transit,
l00165,last_mile,2025-08-03,2025-08-03 10:57:00,2025-08-04 06:57:00,0,NYC_Hub,Courier_B,picked_up,Weather
l00166,last_mile,2025-07-17,2025-07-17 07:30:00,2025-07-19 10:30:00,0,CHI_Hub,Courier_B,failed,Weather
l00167,last_mile,2025-08-04,2025-08-04 12:17:00,2025-08-05 02:17:00,0,DAL_Hub,Courier_A,in_transit,Customer not available
l00168,last_mile,2025-07-28,2025-07-28 06:22:00,2025-07-29 08:22:00,1,LA_Hub,Courier_B,picked_up,
l00169,last_mile,2025-07-26,2025-07-26 09:47:00,2025-07-28 04:47:00,1,LA_Hub,Courier_C,in_transit,
l00170,last_mile,2025-07-18,2025-07-18 06:26:00,2025-07-20 21:26:00,0,LA_Hub,Courier_B,failed,Address issue
l00171,last_mile,2025-07-25,2025-07-25 07:07:00,2025-07-25 21:07:00,1,LA_Hub,Courier_A,delivered,
l00172,last_mile,2025-07-16,2025-07-16 06:43:00,2025-07-18 02:43:00,0,SEA_Hub,Courier_C,picked_up,Traffic
l00173,last_mile,2025-07-31,2025-07-31 08:18:00,2025-08-02 23:18:00,1,DAL_Hub,Courier_A,in_transit,
l00174,last_mile,2025-07-16,2025-07-16 08:49:00,2025-07-16 23:49:00,0,LA_Hub,Courier_C,failed,Weather
l00175,last_mile,2025-07-31,2025-07-31 11:50:00,2025-08-01 01:50:00,1,LA_Hub,Courier_C,in_transit,
l00176,last_mile,2025-07-08,2025-07-08 07:25:00,2025-07-08 12:25:00,0,LA_Hub,Courier_A,failed,
l00177,last_mile,2025-07-13,2025-07-13 06:55:00,2025-07-13 13:55:00,0,DAL_Hub,Courier_C,delivered,Weather
l00178,last_mile,2025-07-15,2025-07-15 08:27:00,2025-07-17 22:27:00,1,SEA_Hub,Courier_B,picked_up,
l00179,last_mile,2025-07-08,2025-07-08 08:23:00,2025-07-09 20:23:00,0,DAL_Hub,Courier_A,delivered,
l00180,last_mile,2025-07-12,2025-07-12 06:00:00,2025-07-12 13:00:00,0,LA_Hub,Courier_B,failed,Customer not available
l00181,last_mile,2025-07-07,2025-07-07 09:11:00,2025-07-08 18:11:00,0,CHI_Hub,Courier_B,delivered,
l00182,last_mile,2025-07-07,2025-07-07 11:00:00,2025-07-10 10:00:00,1,CHI_Hub,Courier_B,delivered,
l00183,last_mile,2025-07-16,2025-07-16 11:17:00,2025-07-17 14:17:00,0,NYC_Hub,Courier_A,in_transit,Address issue
l00184,last_mile,2025-07-08,2025-07-08 06:37:00,2025-07-09 07:37:00,1,DAL_Hub,Courier_A,picked_up,
l00185,last_mile,2025-07-20,2025-07-20 11:30:00,2025-07-21 13:30:00,1,NYC_Hub,Courier_A,in_transit,
l00186,last_mile,2025-08-05,2025-08-05 11:16:00,2025-08-08 11:16:00,0,CHI_Hub,Courier_B,picked_up,Traffic
l00187,last_mile,2025-07-05,2025-07-05 09:26:00,2025-07-08 05:26:00,1,LA_Hub,Courier_C,delivered,
l00188,last_mile,2025-07-19,2025-07-19 06:36:00,2025-07-19 14:36:00,1,DAL_Hub,Courier_B,picked_up,
l00189,last_mile,2025-07-29,2025-07-29 12:32:00,2025-07-31 14:32:00,0,DAL_Hub,Courier_C,delivered,Weather
l00190,last_mile,2025-07-12,2025-07-12 06:10:00,2025-07-13 10:10:00,1,SEA_Hub,Courier_B,delivered,
l00191,last_mile,2025-07-15,2025-07-15 08:45:00,2025-07-16 19:45:00,1,LA_Hub,Courier_A,picked_up,
l00192,last_mile,2025-07-19,2025-07-19 06:40:00,2025-07-20 01:40:00,0,LA_Hub,Courier_B,picked_up,Weather
l00193,last_mile,2025-07-14,2025-07-14 10:07:00,2025-07-14 11:07:00,0,SEA_Hub,Courier_B,delivered,
l00194,last_mile,2025-08-05,2025-08-05 08:46:00,2025-08-06 02:46:00,0,SEA_Hub,Courier_B,delivered,
l00195,last_mile,2025-07-01,2025-07-01 12:22:00,2025-07-02 17:22:00,0,LA_Hub,Courier_B,picked_up,Address issue
l00196,last_mile,2025-07-07,2025-07-07 11:47:00,2025-07-09 12:47:00,0,SEA_Hub,Courier_C,in_transit,Traffic
l00197,last_mile,2025-07-15,2025-07-15 08:17:00,2025-07-16 11:17:00,0,LA_Hub,Courier_B,in_transit,Traffic
l00198,last_mile,2025-07-24,2025-07-24 07:57:00,2025-07-26 21:57:00,1,DAL_Hub,Courier_A,failed,
l00199,last_mile,2025-07-12,2025-07-12 07:36:00,2025-07-14 22:36:00,1,CHI_Hub,Courier_A,delivered,
l00200,last_mile,2025-07-12,2025-07-12 12:25:00,2025-07-13 13:25:00,1,LA_Hub,Courier_A,failed,
l00201,last_mile,2025-07-30,2025-07-30 11:25:00,2025-07-31 00:25:00,1,NYC_Hub,Courier_C,picked_up,
l00202,last_mile,2025-07-25,2025-07-25 06:07:00,2025-07-25 08:07:00,1,LA_Hub,Courier_A,picked_up,
l00203,last_mile,2025-07-10,2025-07-10 11:38:00,2025-07-10 13:38:00,1,NYC_Hub,Courier_C,delivered,
l00204,last_mile,2025-07-13,2025-07-13 07:30:00,2025-07-15 16:30:00,1,CHI_Hub,Courier_B,failed,
l00205,last_mile,2025-07-16,2025-07-16 06:34:00,2025-07-17 17:34:00,1,NYC_Hub,Courier_A,picked_up,
l00206,last_mile,2025-07-07,2025-07-07 10:56:00,2025-07-09 16:56:00,1,NYC_Hub,Courier_A,picked_up,
l00207,last_mile,2025-07-28,2025-07-28 09:09:00,2025-07-30 07:09:00,0,LA_Hub,Courier_C,failed,
l00208,last_mile,2025-08-01,2025-08-01 07:07:00,2025-08-02 12:07:00,1,CHI_Hub,Courier_B,picked_up,
l00209,last_mile,2025-07-08,2025-07-08 08:59:00,2025-07-08 19:59:00,1,SEA_Hub,Courier_A,in_transit,
l00210,last_mile,2025-08-03,2025-08-03 08:38:00,2025-08-04 08:38:00,0,LA_Hub,Courier_C,delivered,Address issue
l00211,last_mile,2025-07-19,2025-07-19 08:56:00,2025-07-19 22:56:00,0,DAL_Hub,Courier_C,delivered,Customer not available
l00212,last_mile,2025-07-05,2025-07-05 12:00:00,2025-07-06 08:00:00,1,CHI_Hub,Courier_A,failed,
l00213,last_mile,2025-07-31,2025-07-31 12:04:00,2025-08-01 03:04:00,0,CHI_Hub,Courier_A,picked_up,Customer not available
l00214,last_mile,2025-07-09,2025-07-09 07:49:00,2025-07-11 09:49:00,0,CHI_Hub,Courier_B,failed,Traffic
